user_id,age,payment_method,support_contacts_last_30_days,items_sold_last_30_days,churned
0,40,credit_card,3,108,0
1,37,credit_card,0,138,0
2,43,credit_card,2,166,0
3,41,credit_card,0,100,0
4,38,credit_card,1,35,0
5,39,credit_card,2,127,0
6,42,credit_card,4,194,0
7,39,credit_card,1,18,0
8,43,credit_card,0,97,0
9,41,credit_card,2,32,0
10,39,credit_card,0,50,0
11,39,credit_card,1,56,0
12,41,credit_card,4,68,0
13,39,credit_card,4,144,0
14,40,credit_card,0,76,0
15,42,credit_card,3,168,0
16,37,credit_card,3,159,0
17,42,credit_card,2,195,0
18,43,credit_card,4,86,0
19,40,credit_card,2,115,0
20,36,credit_card,2,171,0
21,40,credit_card,3,132,0
22,40,credit_card,1,163,0
23,40,credit_card,3,36,0
24,41,credit_card,1,17,0
25,42,credit_card,0,152,0
26,39,credit_card,2,50,0
27,43,credit_card,3,188,1
28,41,credit_card,1,57,0
29,39,credit_card,4,26,0
30,38,credit_card,1,60,0
31,39,credit_card,2,79,0
32,39,credit_card,1,149,0
33,40,credit_card,4,124,0
34,37,credit_card,1,84,0
35,39,credit_card,0,139,0
36,38,credit_card,3,180,0
37,41,credit_card,3,12,0
38,40,credit_card,2,140,0
39,40,credit_card,0,20,1
40,39,credit_card,0,192,1
41,40,credit_card,2,23,1
42,40,credit_card,2,146,0
43,39,credit_card,4,39,0
44,42,credit_card,4,62,0
45,39,credit_card,0,9,0
46,40,credit_card,2,50,0
47,39,credit_card,0,54,0
48,42,credit_card,4,199,0
49,40,credit_card,4,135,0
50,38,credit_card,2,149,0
51,37,credit_card,1,158,0
52,39,credit_card,0,94,0
53,38,credit_card,2,86,0
54,39,credit_card,1,86,0
55,42,credit_card,1,93,0
56,42,credit_card,2,105,0
57,42,credit_card,4,44,0
58,39,credit_card,3,25,0
59,39,credit_card,1,113,0
60,39,credit_card,2,14,0
61,44,credit_card,3,113,0
62,39,credit_card,4,36,0
63,42,credit_card,1,43,0
64,38,credit_card,3,198,0
65,41,credit_card,4,180,0
66,38,credit_card,2,189,0
67,38,credit_card,1,40,0
68,39,credit_card,2,98,0
69,40,credit_card,1,125,0
70,40,credit_card,1,11,0
71,40,credit_card,2,137,0
72,42,credit_card,2,170,0
73,39,credit_card,2,110,0
74,41,credit_card,3,41,0
75,41,credit_card,4,47,0
76,37,credit_card,1,114,0
77,38,credit_card,1,9,0
78,41,credit_card,1,161,0
79,43,credit_card,0,119,0
80,42,credit_card,1,19,0
81,38,credit_card,1,22,0
82,41,credit_card,2,69,0
83,41,credit_card,4,139,0
84,39,credit_card,2,125,0
85,39,credit_card,4,65,0
86,44,credit_card,2,24,0
87,41,credit_card,1,142,0
88,40,credit_card,3,89,0
89,42,credit_card,0,31,0
90,39,credit_card,4,63,0
91,41,credit_card,2,22,0
92,43,credit_card,0,164,0
93,39,credit_card,2,140,0
94,35,credit_card,0,162,0
95,38,credit_card,2,99,0
96,38,credit_card,1,166,0
97,36,credit_card,1,189,0
98,39,credit_card,3,141,0
99,46,credit_card,3,72,0
100,36,credit_card,4,17,0
101,40,credit_card,4,77,0
102,44,credit_card,2,107,0
103,41,credit_card,4,185,0
104,40,credit_card,4,106,0
105,41,credit_card,0,75,0
106,41,credit_card,2,109,1
107,41,credit_card,4,197,0
108,40,credit_card,2,168,0
109,43,credit_card,1,39,0
110,41,credit_card,4,33,0
111,43,credit_card,0,162,0
112,41,credit_card,4,90,0
113,39,credit_card,4,181,0
114,38,credit_card,3,111,0
115,39,credit_card,2,24,0
116,39,credit_card,3,120,0
117,43,credit_card,2,150,0
118,38,credit_card,2,162,0
119,39,credit_card,3,31,0
120,39,credit_card,1,105,0
121,34,credit_card,0,160,0
122,42,credit_card,2,171,0
123,38,credit_card,0,145,0
124,36,credit_card,1,188,0
125,39,credit_card,3,158,0
126,36,credit_card,4,170,0
127,38,credit_card,1,143,1
128,37,credit_card,4,93,0
129,40,credit_card,0,69,0
130,41,credit_card,0,58,0
131,43,credit_card,1,71,0
132,40,credit_card,2,81,0
133,40,credit_card,2,56,0
134,40,credit_card,2,4,0
135,41,credit_card,3,12,0
136,38,credit_card,1,103,0
137,43,credit_card,4,173,0
138,41,credit_card,1,115,0
139,41,credit_card,4,110,0
140,36,credit_card,1,139,1
141,41,credit_card,3,102,0
142,37,credit_card,3,134,0
143,41,credit_card,4,120,0
144,40,credit_card,3,87,0
145,44,credit_card,3,141,0
146,36,credit_card,2,178,1
147,36,credit_card,1,139,0
148,41,credit_card,4,97,0
149,39,credit_card,3,106,0
150,42,credit_card,4,161,0
151,39,credit_card,4,94,0
152,40,credit_card,0,82,0
153,37,credit_card,1,29,0
154,40,credit_card,2,33,0
155,44,credit_card,2,139,0
156,45,credit_card,4,23,0
157,38,credit_card,1,33,0
158,35,credit_card,1,101,0
159,40,credit_card,4,15,0
160,43,credit_card,4,36,0
161,37,credit_card,2,24,0
162,41,credit_card,0,100,0
163,41,credit_card,3,136,0
164,41,credit_card,2,181,0
165,41,credit_card,4,34,0
166,39,credit_card,0,70,0
167,40,credit_card,1,24,0
168,38,credit_card,1,147,0
169,38,credit_card,3,179,0
170,38,credit_card,2,172,0
171,40,credit_card,4,2,0
172,41,credit_card,2,38,0
173,40,credit_card,0,129,0
174,38,credit_card,4,33,0
175,39,credit_card,4,118,0
176,41,credit_card,1,197,1
177,40,credit_card,0,183,0
178,38,credit_card,4,110,0
179,40,credit_card,2,39,1
180,43,credit_card,1,11,0
181,41,credit_card,0,157,0
182,42,credit_card,4,44,0
183,40,credit_card,4,66,0
184,40,credit_card,4,8,0
185,38,credit_card,4,62,0
186,42,credit_card,2,90,0
187,41,credit_card,4,11,0
188,38,credit_card,4,93,0
189,37,credit_card,1,70,0
190,39,credit_card,3,128,0
191,37,credit_card,0,96,0
192,42,credit_card,2,151,0
193,39,credit_card,0,59,0
194,38,credit_card,4,66,0
195,42,credit_card,1,149,0
196,43,credit_card,3,68,0
197,41,credit_card,3,193,1
198,42,credit_card,0,41,0
199,43,credit_card,0,11,0
200,41,credit_card,0,92,0
201,38,credit_card,0,45,0
202,42,credit_card,4,55,0
203,40,credit_card,1,176,0
204,41,credit_card,3,12,0
205,37,credit_card,1,138,0
206,38,credit_card,4,150,1
207,35,credit_card,2,121,0
208,39,credit_card,0,30,0
209,39,credit_card,2,194,0
210,40,credit_card,4,56,0
211,37,credit_card,4,65,0
212,41,credit_card,1,177,0
213,38,credit_card,1,17,0
214,38,credit_card,2,137,0
215,40,credit_card,2,134,0
216,43,credit_card,2,175,0
217,39,credit_card,4,175,0
218,44,credit_card,3,111,0
219,41,credit_card,3,80,0
220,39,credit_card,2,95,0
221,41,credit_card,2,134,0
222,39,credit_card,2,103,0
223,38,credit_card,4,23,0
224,42,credit_card,2,129,0
225,36,credit_card,1,64,1
226,37,credit_card,0,192,0
227,45,credit_card,1,127,0
228,39,credit_card,2,142,1
229,37,credit_card,1,54,0
230,39,credit_card,1,168,0
231,36,credit_card,0,35,0
232,39,credit_card,3,144,0
233,38,credit_card,1,194,0
234,40,credit_card,3,80,0
235,41,credit_card,0,55,0
236,40,credit_card,2,195,0
237,38,credit_card,0,48,0
238,34,credit_card,1,199,0
239,36,credit_card,4,108,0
240,40,credit_card,1,97,0
241,44,credit_card,3,189,0
242,43,credit_card,4,172,0
243,39,credit_card,1,38,0
244,37,credit_card,1,145,0
245,38,credit_card,1,74,0
246,35,credit_card,1,10,0
247,43,credit_card,4,25,0
248,39,credit_card,3,158,0
249,36,credit_card,0,159,1
250,41,credit_card,3,70,0
251,40,credit_card,2,14,0
252,40,credit_card,0,39,0
253,39,credit_card,4,53,0
254,42,credit_card,0,158,0
255,40,credit_card,2,79,0
256,36,credit_card,1,78,0
257,43,credit_card,1,143,0
258,40,credit_card,0,56,0
259,39,credit_card,3,50,1
260,38,credit_card,1,51,0
261,42,credit_card,3,11,0
262,41,credit_card,0,117,0
263,40,credit_card,2,18,0
264,41,credit_card,3,159,0
265,41,credit_card,0,94,0
266,35,credit_card,4,194,0
267,39,credit_card,0,165,0
268,39,credit_card,4,97,0
269,38,credit_card,1,75,1
270,41,credit_card,2,128,0
271,41,credit_card,3,120,0
272,42,credit_card,1,40,0
273,39,credit_card,2,16,0
274,41,credit_card,0,62,0
275,38,credit_card,1,82,0
276,40,credit_card,2,153,0
277,39,credit_card,4,128,0
278,39,credit_card,3,112,0
279,42,credit_card,4,129,0
280,37,credit_card,0,27,0
281,40,credit_card,0,166,0
282,38,credit_card,1,43,0
283,44,credit_card,2,97,1
284,40,credit_card,2,97,0
285,40,credit_card,0,134,1
286,37,credit_card,1,126,0
287,42,credit_card,4,76,0
288,41,credit_card,0,46,0
289,41,credit_card,4,18,0
290,41,credit_card,3,73,0
291,39,credit_card,1,121,0
292,41,credit_card,3,121,1
293,34,credit_card,2,91,0
294,38,credit_card,1,59,0
295,38,credit_card,3,24,0
296,38,credit_card,0,14,0
297,42,credit_card,1,40,0
298,40,credit_card,0,44,0
299,42,credit_card,2,20,0
300,42,credit_card,2,188,0
301,40,credit_card,1,183,0
302,43,credit_card,1,174,0
303,42,credit_card,1,1,0
304,40,credit_card,1,181,0
305,38,credit_card,0,40,0
306,41,credit_card,0,197,0
307,39,credit_card,0,13,0
308,39,credit_card,2,37,0
309,39,credit_card,1,25,0
310,38,credit_card,3,86,0
311,42,credit_card,0,123,0
312,41,credit_card,0,8,0
313,40,credit_card,3,11,0
314,39,credit_card,4,157,0
315,41,credit_card,2,23,0
316,37,credit_card,3,69,0
317,39,credit_card,4,21,0
318,38,credit_card,3,97,0
319,39,credit_card,4,149,0
320,40,credit_card,3,75,0
321,37,credit_card,1,111,0
322,41,credit_card,0,95,0
323,38,credit_card,4,57,0
324,39,credit_card,1,144,0
325,41,credit_card,2,160,0
326,38,credit_card,4,152,0
327,40,credit_card,2,62,0
328,41,credit_card,3,97,0
329,39,credit_card,1,0,0
330,37,credit_card,3,45,0
331,35,credit_card,1,199,0
332,40,credit_card,0,134,0
333,41,credit_card,4,145,0
334,41,credit_card,2,53,0
335,38,credit_card,4,126,0
336,41,credit_card,3,55,1
337,39,credit_card,4,9,0
338,43,credit_card,4,33,0
339,38,credit_card,2,15,0
340,40,credit_card,3,42,0
341,37,credit_card,4,119,0
342,43,credit_card,3,129,0
343,42,credit_card,4,73,0
344,39,credit_card,4,76,0
345,41,credit_card,2,52,0
346,36,credit_card,4,75,0
347,40,credit_card,1,9,0
348,41,credit_card,1,181,1
349,39,credit_card,1,183,0
350,42,credit_card,2,145,0
351,38,credit_card,3,76,0
352,43,credit_card,4,188,0
353,37,credit_card,2,177,0
354,42,credit_card,0,90,0
355,41,credit_card,3,174,0
356,38,credit_card,4,155,0
357,42,credit_card,0,88,0
358,37,credit_card,3,35,0
359,36,credit_card,3,9,0
360,41,credit_card,2,1,0
361,40,credit_card,3,26,1
362,41,credit_card,4,97,0
363,36,credit_card,0,39,0
364,38,credit_card,2,98,0
365,39,credit_card,3,34,0
366,42,credit_card,4,80,0
367,39,credit_card,2,131,0
368,40,credit_card,1,118,1
369,35,credit_card,1,121,0
370,40,credit_card,1,144,0
371,39,credit_card,0,141,0
372,41,credit_card,1,150,0
373,40,credit_card,0,19,0
374,42,credit_card,0,174,0
375,40,credit_card,2,152,0
376,39,credit_card,1,129,0
377,40,credit_card,1,124,0
378,40,credit_card,4,10,0
379,37,credit_card,4,11,0
380,40,credit_card,0,114,0
381,39,credit_card,4,64,0
382,37,credit_card,2,3,0
383,42,credit_card,0,105,0
384,39,credit_card,0,5,0
385,37,credit_card,0,131,0
386,41,credit_card,2,107,0
387,37,credit_card,4,197,0
388,39,credit_card,4,74,0
389,39,credit_card,1,17,0
390,41,credit_card,4,77,0
391,42,credit_card,0,150,0
392,40,credit_card,1,119,0
393,38,credit_card,3,143,0
394,41,credit_card,0,194,0
395,42,credit_card,4,7,0
396,41,credit_card,4,19,0
397,39,credit_card,4,150,0
398,39,credit_card,2,130,0
399,42,credit_card,1,43,0
400,44,credit_card,2,101,0
401,39,credit_card,3,47,0
402,39,credit_card,4,185,0
403,40,credit_card,4,151,0
404,35,credit_card,4,157,0
405,37,credit_card,2,25,1
406,43,credit_card,3,84,0
407,39,credit_card,0,68,0
408,36,credit_card,0,10,0
409,39,credit_card,2,182,0
410,40,credit_card,3,89,0
411,41,credit_card,3,152,0
412,42,credit_card,1,154,0
413,42,credit_card,1,135,0
414,39,credit_card,4,72,0
415,33,credit_card,0,160,0
416,40,credit_card,3,54,0
417,37,credit_card,0,156,0
418,38,credit_card,0,137,0
419,37,credit_card,0,7,0
420,40,credit_card,1,81,0
421,41,credit_card,1,67,0
422,38,credit_card,2,34,1
423,35,credit_card,2,32,0
424,39,credit_card,4,153,0
425,40,credit_card,0,168,1
426,39,credit_card,1,96,0
427,38,credit_card,2,29,0
428,39,credit_card,4,193,0
429,39,credit_card,1,192,0
430,40,credit_card,1,24,0
431,42,credit_card,4,176,0
432,37,credit_card,0,131,0
433,38,credit_card,2,149,0
434,39,credit_card,3,141,0
435,39,credit_card,1,118,0
436,41,credit_card,3,47,0
437,41,credit_card,4,62,0
438,39,credit_card,4,120,0
439,42,credit_card,1,35,0
440,38,credit_card,1,31,0
441,37,credit_card,4,121,0
442,40,credit_card,2,95,0
443,38,credit_card,2,12,0
444,38,credit_card,3,183,0
445,42,credit_card,0,93,0
446,41,credit_card,3,113,0
447,39,credit_card,3,138,0
448,39,credit_card,3,11,0
449,36,credit_card,2,162,0
450,39,credit_card,3,105,0
451,43,credit_card,0,144,1
452,40,credit_card,2,125,0
453,41,credit_card,3,105,0
454,41,credit_card,2,46,0
455,38,credit_card,3,44,0
456,42,credit_card,4,19,0
457,38,credit_card,3,126,0
458,38,credit_card,0,134,0
459,38,credit_card,3,89,0
460,40,credit_card,4,53,0
461,37,credit_card,1,67,0
462,42,credit_card,0,26,0
463,41,credit_card,3,197,0
464,41,credit_card,1,3,0
465,40,credit_card,0,99,0
466,39,credit_card,1,123,0
467,40,credit_card,4,114,0
468,42,credit_card,4,82,0
469,43,credit_card,4,168,0
470,42,credit_card,4,37,0
471,40,credit_card,4,11,0
472,43,credit_card,1,171,0
473,40,credit_card,2,164,0
474,35,credit_card,0,111,0
475,44,credit_card,4,31,0
476,41,credit_card,4,166,0
477,40,credit_card,1,143,0
478,44,credit_card,3,69,0
479,42,credit_card,1,99,0
480,39,credit_card,4,128,0
481,39,credit_card,2,92,0
482,39,credit_card,2,152,0
483,44,credit_card,1,2,0
484,45,credit_card,3,159,0
485,41,credit_card,3,97,0
486,36,credit_card,1,4,0
487,36,credit_card,1,185,0
488,44,credit_card,4,183,1
489,40,credit_card,1,96,0
490,41,credit_card,1,108,0
491,40,credit_card,4,93,1
492,42,credit_card,2,71,0
493,38,credit_card,4,115,0
494,43,credit_card,3,148,0
495,40,credit_card,4,115,0
496,43,credit_card,0,7,0
497,38,credit_card,3,23,0
498,42,credit_card,2,110,0
499,39,credit_card,2,73,0
500,40,credit_card,2,178,1
501,37,credit_card,0,43,0
502,41,credit_card,2,122,0
503,41,credit_card,2,112,0
504,42,credit_card,2,157,0
505,42,credit_card,4,49,0
506,42,credit_card,2,191,0
507,42,credit_card,3,150,0
508,39,credit_card,1,130,1
509,37,credit_card,3,134,0
510,38,credit_card,1,105,0
511,37,credit_card,3,81,0
512,40,credit_card,0,171,0
513,36,credit_card,4,154,0
514,39,credit_card,2,169,0
515,38,credit_card,4,146,0
516,41,credit_card,2,160,1
517,38,credit_card,2,178,0
518,40,credit_card,4,176,0
519,38,credit_card,2,44,0
520,42,credit_card,2,87,0
521,40,credit_card,3,59,0
522,40,credit_card,0,176,0
523,39,credit_card,3,167,0
524,37,credit_card,1,90,0
525,39,credit_card,0,34,0
526,41,credit_card,4,177,1
527,36,credit_card,4,111,0
528,39,credit_card,3,104,0
529,41,credit_card,3,11,0
530,40,credit_card,0,38,0
531,35,credit_card,1,118,0
532,41,credit_card,0,28,0
533,39,credit_card,0,100,0
534,40,credit_card,0,71,0
535,41,credit_card,0,196,0
536,39,credit_card,4,150,0
537,41,credit_card,0,16,0
538,38,credit_card,4,144,0
539,37,credit_card,3,74,0
540,35,credit_card,1,155,0
541,41,credit_card,2,61,0
542,42,credit_card,4,162,0
543,39,credit_card,3,186,0
544,36,credit_card,2,57,0
545,40,credit_card,2,66,0
546,39,credit_card,2,157,0
547,40,credit_card,3,170,1
548,43,credit_card,0,174,0
549,35,credit_card,4,113,0
550,41,credit_card,4,47,0
551,43,credit_card,2,84,1
552,39,credit_card,4,75,0
553,40,credit_card,2,40,0
554,40,credit_card,4,100,0
555,38,credit_card,3,94,0
556,40,credit_card,1,156,0
557,37,credit_card,3,55,0
558,37,credit_card,4,87,0
559,37,credit_card,1,64,0
560,40,credit_card,2,62,0
561,42,credit_card,2,26,0
562,40,credit_card,4,52,0
563,42,credit_card,0,53,0
564,38,credit_card,3,195,0
565,40,credit_card,0,108,0
566,43,credit_card,1,5,0
567,41,credit_card,0,41,0
568,39,credit_card,0,58,0
569,43,credit_card,1,166,0
570,37,credit_card,4,116,0
571,42,credit_card,0,56,0
572,41,credit_card,3,152,0
573,41,credit_card,1,61,0
574,40,credit_card,3,190,0
575,39,credit_card,0,154,0
576,38,credit_card,1,23,0
577,40,credit_card,4,40,0
578,37,credit_card,2,30,0
579,38,credit_card,3,126,0
580,42,credit_card,4,90,0
581,38,credit_card,0,151,0
582,38,credit_card,4,68,0
583,38,credit_card,0,34,0
584,37,credit_card,0,73,0
585,42,credit_card,3,43,0
586,40,credit_card,2,197,0
587,37,credit_card,1,139,0
588,42,credit_card,4,9,0
589,41,credit_card,3,64,0
590,40,credit_card,2,77,0
591,43,credit_card,2,85,0
592,35,credit_card,1,35,0
593,43,credit_card,1,89,0
594,38,credit_card,2,45,0
595,40,credit_card,2,109,0
596,40,credit_card,2,77,0
597,38,credit_card,2,114,0
598,40,credit_card,4,6,0
599,41,credit_card,0,158,0
600,41,credit_card,0,167,0
601,41,credit_card,3,47,1
602,38,credit_card,2,7,0
603,41,credit_card,2,152,0
604,39,credit_card,0,115,0
605,36,credit_card,2,176,0
606,38,credit_card,2,24,0
607,37,credit_card,2,173,0
608,42,credit_card,0,39,0
609,40,credit_card,1,72,0
610,40,credit_card,1,146,0
611,38,credit_card,2,30,0
612,38,credit_card,4,71,1
613,38,credit_card,4,155,0
614,40,credit_card,1,45,0
615,40,credit_card,4,143,0
616,39,credit_card,4,81,0
617,39,credit_card,4,80,1
618,38,credit_card,4,59,0
619,41,credit_card,2,90,0
620,42,credit_card,0,169,0
621,41,credit_card,0,162,0
622,39,credit_card,0,4,0
623,37,credit_card,4,188,0
624,41,credit_card,4,3,0
625,40,credit_card,0,105,0
626,40,credit_card,1,152,0
627,41,credit_card,4,191,0
628,38,credit_card,4,86,0
629,43,credit_card,4,185,0
630,38,credit_card,4,100,0
631,40,credit_card,4,114,0
632,39,credit_card,1,48,0
633,41,credit_card,4,18,0
634,40,credit_card,0,164,0
635,41,credit_card,4,0,0
636,40,credit_card,4,4,0
637,37,credit_card,1,121,0
638,41,credit_card,3,105,0
639,38,credit_card,4,123,0
640,42,credit_card,1,17,0
641,40,credit_card,1,88,0
642,42,credit_card,2,142,0
643,40,credit_card,3,94,0
644,35,credit_card,3,67,0
645,38,credit_card,2,9,0
646,42,credit_card,3,49,0
647,41,credit_card,0,32,0
648,40,credit_card,1,176,0
649,36,credit_card,0,144,0
650,38,credit_card,2,22,0
651,40,credit_card,2,11,0
652,41,credit_card,1,75,0
653,42,credit_card,4,7,0
654,40,credit_card,0,138,0
655,39,credit_card,1,24,0
656,39,credit_card,0,190,0
657,37,credit_card,0,118,0
658,39,credit_card,2,184,0
659,38,credit_card,3,198,0
660,39,credit_card,2,109,0
661,38,credit_card,3,194,0
662,39,credit_card,0,69,0
663,39,credit_card,0,108,0
664,39,credit_card,3,39,0
665,39,credit_card,0,46,0
666,38,credit_card,1,191,0
667,42,credit_card,1,129,0
668,40,credit_card,4,38,0
669,39,credit_card,1,191,0
670,41,credit_card,0,89,0
671,41,credit_card,3,140,0
672,38,credit_card,3,0,1
673,39,credit_card,2,182,0
674,43,credit_card,1,2,0
675,38,credit_card,3,55,0
676,40,credit_card,4,35,0
677,43,credit_card,4,64,1
678,39,credit_card,3,113,0
679,37,credit_card,3,131,0
680,40,credit_card,2,125,0
681,42,credit_card,4,57,0
682,40,credit_card,0,159,0
683,39,credit_card,4,145,0
684,41,credit_card,2,179,0
685,40,credit_card,3,89,0
686,39,credit_card,3,51,0
687,40,credit_card,2,44,0
688,39,credit_card,2,98,0
689,39,credit_card,2,186,0
690,39,credit_card,1,80,0
691,39,credit_card,3,123,0
692,41,credit_card,3,37,0
693,39,credit_card,3,155,0
694,42,credit_card,0,35,0
695,39,credit_card,1,91,0
696,41,credit_card,1,59,0
697,38,credit_card,3,143,1
698,40,credit_card,2,27,0
699,42,credit_card,3,101,0
700,39,credit_card,1,101,0
701,39,credit_card,0,47,0
702,38,credit_card,3,69,0
703,40,credit_card,3,37,0
704,40,credit_card,4,25,0
705,42,credit_card,2,80,0
706,37,credit_card,4,9,0
707,39,credit_card,2,117,0
708,39,credit_card,3,26,0
709,42,credit_card,0,56,0
710,40,credit_card,4,181,0
711,38,credit_card,3,138,0
712,41,credit_card,0,169,0
713,39,credit_card,1,63,0
714,39,credit_card,2,92,0
715,40,credit_card,4,42,0
716,40,credit_card,4,120,0
717,38,credit_card,1,162,0
718,40,credit_card,2,39,1
719,37,credit_card,1,115,0
720,41,credit_card,4,117,0
721,42,credit_card,1,142,1
722,39,credit_card,2,16,0
723,41,credit_card,3,14,0
724,38,credit_card,0,193,0
725,37,credit_card,4,56,0
726,38,credit_card,3,82,0
727,38,credit_card,4,96,1
728,40,credit_card,2,149,0
729,39,credit_card,1,50,0
730,37,credit_card,0,64,0
731,39,credit_card,0,71,0
732,37,credit_card,3,59,0
733,38,credit_card,1,144,0
734,36,credit_card,3,21,0
735,43,credit_card,3,28,0
736,38,credit_card,4,80,0
737,38,credit_card,4,30,1
738,37,credit_card,1,155,0
739,41,credit_card,0,186,0
740,36,credit_card,4,188,0
741,37,credit_card,2,46,1
742,41,credit_card,3,100,0
743,41,credit_card,1,176,0
744,40,credit_card,3,128,0
745,40,credit_card,1,127,0
746,36,credit_card,3,173,0
747,42,credit_card,3,24,0
748,40,credit_card,4,31,0
749,42,credit_card,3,33,0
750,41,credit_card,4,32,0
751,38,credit_card,3,46,0
752,41,credit_card,4,157,0
753,39,credit_card,2,83,0
754,38,credit_card,3,8,0
755,38,credit_card,3,0,0
756,39,credit_card,4,139,0
757,36,credit_card,4,140,0
758,38,credit_card,1,80,0
759,35,credit_card,0,22,0
760,41,credit_card,2,35,1
761,38,credit_card,3,116,0
762,40,credit_card,1,175,0
763,43,credit_card,2,169,0
764,37,credit_card,3,10,0
765,39,credit_card,4,156,0
766,42,credit_card,4,64,0
767,40,credit_card,0,144,0
768,42,credit_card,2,50,0
769,40,credit_card,2,0,0
770,41,credit_card,4,6,0
771,38,credit_card,2,171,0
772,38,credit_card,3,25,0
773,41,credit_card,0,56,0
774,40,credit_card,0,89,0
775,40,credit_card,4,9,0
776,40,credit_card,0,37,0
777,42,credit_card,3,134,0
778,38,credit_card,1,14,0
779,41,credit_card,4,53,0
780,43,credit_card,2,14,0
781,40,credit_card,3,92,0
782,40,credit_card,4,183,0
783,41,credit_card,4,144,0
784,38,credit_card,2,128,0
785,41,credit_card,0,27,0
786,38,credit_card,2,107,0
787,39,credit_card,1,174,0
788,39,credit_card,3,143,0
789,40,credit_card,0,109,0
790,38,credit_card,2,27,0
791,39,credit_card,4,121,0
792,39,credit_card,3,175,0
793,38,credit_card,2,26,0
794,34,credit_card,4,7,0
795,39,credit_card,1,176,0
796,40,credit_card,4,165,0
797,39,credit_card,2,152,0
798,39,credit_card,1,38,0
799,39,credit_card,1,73,0
800,35,credit_card,1,21,0
801,42,credit_card,1,119,0
802,36,credit_card,1,137,0
803,38,credit_card,2,111,1
804,40,credit_card,2,16,0
805,37,credit_card,4,195,1
806,43,credit_card,3,98,0
807,41,credit_card,2,93,0
808,39,credit_card,0,85,0
809,40,credit_card,3,44,0
810,37,credit_card,4,141,0
811,38,credit_card,1,137,0
812,39,credit_card,4,80,0
813,38,credit_card,0,105,0
814,37,credit_card,0,53,0
815,38,credit_card,2,159,0
816,40,credit_card,0,94,0
817,42,credit_card,4,194,0
818,38,credit_card,2,176,0
819,40,credit_card,2,23,0
820,39,credit_card,0,196,0
821,37,credit_card,2,190,0
822,37,credit_card,1,111,0
823,41,credit_card,3,150,0
824,42,credit_card,3,14,1
825,38,credit_card,1,151,0
826,41,credit_card,0,76,0
827,38,credit_card,1,141,0
828,39,credit_card,1,127,0
829,37,credit_card,3,194,0
830,42,credit_card,4,152,0
831,39,credit_card,4,158,0
832,38,credit_card,3,135,0
833,39,credit_card,2,87,1
834,42,credit_card,1,138,0
835,38,credit_card,0,130,1
836,37,credit_card,2,32,0
837,39,credit_card,4,134,0
838,41,credit_card,1,151,0
839,42,credit_card,1,103,0
840,41,credit_card,0,41,0
841,39,credit_card,4,154,0
842,42,credit_card,4,81,0
843,40,credit_card,1,112,0
844,39,credit_card,3,6,0
845,38,credit_card,4,0,0
846,39,credit_card,1,125,0
847,40,credit_card,2,37,1
848,37,credit_card,3,53,0
849,39,credit_card,0,6,0
850,39,credit_card,1,137,0
851,42,credit_card,1,57,0
852,41,credit_card,4,51,0
853,41,credit_card,3,118,0
854,37,credit_card,0,103,0
855,40,credit_card,3,132,0
856,40,credit_card,2,170,0
857,41,credit_card,3,137,0
858,39,credit_card,4,1,0
859,37,credit_card,1,43,0
860,42,credit_card,4,120,1
861,40,credit_card,0,48,0
862,41,credit_card,0,184,0
863,39,credit_card,0,193,0
864,42,credit_card,2,61,0
865,40,credit_card,2,12,0
866,40,credit_card,1,76,0
867,39,credit_card,1,2,0
868,37,credit_card,2,41,0
